"Facility.ID","State","xwalk_name_raw","xwalk_name_clean","Jurisdiction"
292,"Florida","420-MARTIN WORK CAMP","MARTIN CORRECTIONAL INSTITUTION","state"
292,"Florida","430-MARTIN CI","MARTIN CORRECTIONAL INSTITUTION","state"
292,"Florida","MARTIN CI","MARTIN CORRECTIONAL INSTITUTION","state"
292,"Florida","MARTIN CORRECTIONAL INSTITUTION","MARTIN CORRECTIONAL INSTITUTION","state"
293,"Florida","223-MAYO CI ANNEX","MAYO ANNEX","state"
293,"Florida","MAYO ANNEX","MAYO ANNEX","state"
293,"Florida","MAYO CI ANNEX","MAYO ANNEX","state"
293,"Florida","MAYO CORRECTIONAL INSTITUTION ANNEX","MAYO ANNEX","state"
294,"Florida","MIAMI FCI","MIAMI FEDERAL CORRECTIONAL INSTITUTION","federal"
294,"Florida","MIAMI FEDERAL CORRECTIONAL INSTITUTION","MIAMI FEDERAL CORRECTIONAL INSTITUTION","federal"
295,"Florida","MIAMI FDC","MIAMI FEDERAL DETENTION CENTER","federal"
295,"Florida","MIAMI FEDERAL DETENTION CENTER","MIAMI FEDERAL DETENTION CENTER","federal"
296,"Florida","MOORE HAVEN CF","MOORE HAVEN CF","state"
297,"Florida","210-NEW RIVER CI","NEW RIVER CORRECTIONAL INSTITUTION","state"
297,"Florida","268-NEW RIVER WORK CAMP","NEW RIVER CORRECTIONAL INSTITUTION","state"
297,"Florida","NEW RIVER CI","NEW RIVER CORRECTIONAL INSTITUTION","state"
297,"Florida","NEW RIVER CORRECTIONAL INSTITUTION","NEW RIVER CORRECTIONAL INSTITUTION","state"
298,"Florida","110-NWFRC MAIN UNIT","NORTHWEST FLORIDA RECEPTION CENTER","state"
298,"Florida","111-GADSDEN CF","NORTHWEST FLORIDA RECEPTION CENTER","state"
298,"Florida","125-NWFRC ANNEX","NORTHWEST FLORIDA RECEPTION CENTER","state"
298,"Florida","NORTHWEST FLORIDA RECEPTION CENTER","NORTHWEST FLORIDA RECEPTION CENTER","state"
298,"Florida","NWFRC","NORTHWEST FLORIDA RECEPTION CENTER","state"
299,"Florida","115-OKALOOSA CI","OKALOOSA CORRECTIONAL INSTITUTION","state"
299,"Florida","161-OKALOOSA WORK CAMP","OKALOOSA CORRECTIONAL INSTITUTION","state"
299,"Florida","OKALOOSA CI","OKALOOSA CORRECTIONAL INSTITUTION","state"
299,"Florida","OKALOOSA CORRECTIONAL INSTITUTION","OKALOOSA CORRECTIONAL INSTITUTION","state"
300,"Florida","404-OKEECHOBEE CI","OKEECHOBEE CORRECTIONAL INSTITUTION","state"
300,"Florida","407-OKEECHOBEE WORK CAMP","OKEECHOBEE CORRECTIONAL INSTITUTION","state"
300,"Florida","OKEECHOBEE CI","OKEECHOBEE CORRECTIONAL INSTITUTION","state"
300,"Florida","OKEECHOBEE CORRECTIONAL INSTITUTION","OKEECHOBEE CORRECTIONAL INSTITUTION","state"
301,"Florida","PENSACOLA FEDERAL PRISON CAMP","PENSACOLA FEDERAL PRISON CAMP","federal"
301,"Florida","PENSACOLA FPC","PENSACOLA FEDERAL PRISON CAMP","federal"
302,"Florida","562-POLK WORK CAMP","POLK CORRECTIONAL INSTITUTION","state"
302,"Florida","580-POLK CI","POLK CORRECTIONAL INSTITUTION","state"
302,"Florida","POLK CI","POLK CORRECTIONAL INSTITUTION","state"
302,"Florida","POLK CI FL","POLK CORRECTIONAL INSTITUTION","state"
302,"Florida","POLK CORRECTIONAL INSTITUTION","POLK CORRECTIONAL INSTITUTION","state"
303,"Florida","214-PUTNAM CI","PUTNAM CORRECTIONAL INSTITUTION","state"
303,"Florida","PUTNAM CI","PUTNAM CORRECTIONAL INSTITUTION","state"
303,"Florida","PUTNAM CORRECTIONAL INSTITUTION","PUTNAM CORRECTIONAL INSTITUTION","state"
304,"Florida","208-RMC- WEST UNIT","RECEPTION MEDICAL CENTER","state"
304,"Florida","209-RMC- MAIN UNIT","RECEPTION MEDICAL CENTER","state"
304,"Florida","221-RMC WORK CAMP","RECEPTION MEDICAL CENTER","state"
304,"Florida","RECEPTION MEDICAL CENTER","RECEPTION MEDICAL CENTER","state"
304,"Florida","RESIDENTIAL AND MEDICAL CENTER RMC","RECEPTION MEDICAL CENTER","state"
304,"Florida","RMC","RECEPTION MEDICAL CENTER","state"
305,"Florida","RIVERSIDE HOUSE","RIVERSIDE HOUSE MIAMI FL","federal"
305,"Florida","RIVERSIDE HOUSE MIAMI FL","RIVERSIDE HOUSE MIAMI FL","federal"
306,"Florida","SALVATION ARMY","SALVATION ARMY FORT MYERS FLORIDA","federal"
306,"Florida","SALVATION ARMY FORT MYERS FLORIDA","SALVATION ARMY FORT MYERS FLORIDA","federal"
306,"Florida","SALVATION ARMY FT MYERS FL","SALVATION ARMY FORT MYERS FLORIDA","federal"
307,"Florida","SALVATION ARMY RRC WEST PALM BEACH","SALVATION ARMY RRC WEST PALM BEACH","federal"
307,"Florida","THE SALVATION ARMY","SALVATION ARMY RRC WEST PALM BEACH","federal"
308,"Florida","SANTA ROSA CI","SANTA ROSA CI","state"
309,"Florida","SOUTH BAY CF","SOUTH BAY CF","state"
311,"Florida","402-SFRC","SOUTH FLORIDA RECEPTION CENTER","state"
311,"Florida","403-SFRC SOUTH UNIT","SOUTH FLORIDA RECEPTION CENTER","state"
311,"Florida","SFRC","SOUTH FLORIDA RECEPTION CENTER","state"
311,"Florida","SOUTH FLORIDA RECEPTION CENTER","SOUTH FLORIDA RECEPTION CENTER","state"
312,"Florida","ST LUCE COUNTY JAIL","ST LUCIE COUNTY JAIL","county"
312,"Florida","ST LUCIE COUNTY JAIL","ST LUCIE COUNTY JAIL","county"
313,"Florida","STATEWIDE","STATEWIDE","state"
313,"Florida","STATEWIDE FOR NON-FACILITY","STATEWIDE","state"
313,"Florida","STATEWIDE FOR NON-SPECIFIC FACILITIES","STATEWIDE","state"
313,"Florida","STATEWIDE FOR RESIDENTS","STATEWIDE","state"
313,"Florida","STATEWIDE FOR STAFF COUNT","STATEWIDE","state"
313,"Florida","STATEWIDE INMATES ONLY UNTIL ALSO PROVIDED","STATEWIDE","state"
313,"Florida","STATEWIDE NON-FACILITY","STATEWIDE","state"
313,"Florida","STATEWIDE STAFF ONLY","STATEWIDE","state"
313,"Florida","STATEWIDEFORNON-FACILITY","STATEWIDE","state"
314,"Florida","305-SUMTER ANNEX","SUMTER CORRECTIONAL INSTITUTION","state"
314,"Florida","307-SUMTER CI","SUMTER CORRECTIONAL INSTITUTION","state"
314,"Florida","365-SUMTER WORK CAMP","SUMTER CORRECTIONAL INSTITUTION","state"
314,"Florida","SUMTER CI","SUMTER CORRECTIONAL INSTITUTION","state"
314,"Florida","SUMTER CI AND BASIC TRAINING UNIT","SUMTER CORRECTIONAL INSTITUTION","state"
314,"Florida","SUMTER CORRECTIONAL INSTITUTION","SUMTER CORRECTIONAL INSTITUTION","state"
315,"Florida","230-SUWANNEE CI","SUWANNEE CORRECTIONAL INSTITUTION","state"
315,"Florida","231-SUWANNEE CI ANNEX","SUWANNEE CORRECTIONAL INSTITUTION","state"
315,"Florida","232-SUWANNEE WORK CAMP","SUWANNEE CORRECTIONAL INSTITUTION","state"
315,"Florida","SUWANNEE CI","SUWANNEE CORRECTIONAL INSTITUTION","state"
315,"Florida","SUWANNEE CORRECTIONAL INSTITUTION","SUWANNEE CORRECTIONAL INSTITUTION","state"
316,"Florida","TALLAHASSEE FCI","TALLAHASSEE FEDERAL CORRECTIONAL INSTITUTION","federal"
316,"Florida","TALLAHASSEE FEDERAL CORRECTIONAL INSTITUTION","TALLAHASSEE FEDERAL CORRECTIONAL INSTITUTION","federal"
317,"Florida","218-TAYLOR CI","TAYLOR CORRECTIONAL INSTITUTION","state"
317,"Florida","224-TAYLOR ANNEX","TAYLOR CORRECTIONAL INSTITUTION","state"
317,"Florida","TAYLOR CI","TAYLOR CORRECTIONAL INSTITUTION","state"
317,"Florida","TAYLOR CORRECTIONAL INSTITUTION","TAYLOR CORRECTIONAL INSTITUTION","state"
318,"Florida","282-TOMOKA CI","TOMOKA CORRECTIONAL INSTITUTION","state"
318,"Florida","284-TOMOKA WORK CAMP","TOMOKA CORRECTIONAL INSTITUTION","state"
318,"Florida","290-TOMOKA CRC-290","TOMOKA CORRECTIONAL INSTITUTION","state"
318,"Florida","TOMOKA CI","TOMOKA CORRECTIONAL INSTITUTION","state"
318,"Florida","TOMOKA CORRECTIONAL INSTITUTION","TOMOKA CORRECTIONAL INSTITUTION","state"
319,"Florida","213-UNION CI","UNION CORRECTIONAL INSTITUTION","state"
319,"Florida","UNION CI","UNION CORRECTIONAL INSTITUTION","state"
319,"Florida","UNION CORRECTIONAL INSTITUTION","UNION CORRECTIONAL INSTITUTION","state"
320,"Florida","118-WAKULLA CI","WAKULLA CORRECTIONAL INSTITUTION","state"
320,"Florida","122-WAKULLA ANNEX","WAKULLA CORRECTIONAL INSTITUTION","state"
320,"Florida","173-WAKULLA WORK CAMP","WAKULLA CORRECTIONAL INSTITUTION","state"
320,"Florida","WAKULLA CI","WAKULLA CORRECTIONAL INSTITUTION","state"
320,"Florida","WAKULLA CORRECTIONAL INSTITUTION","WAKULLA CORRECTIONAL INSTITUTION","state"
321,"Florida","108-WALTON CI","WALTON CORRECTIONAL INSTITUTION","state"
321,"Florida","172-WALTON WORK CAMP","WALTON CORRECTIONAL INSTITUTION","state"
321,"Florida","WALTON CI","WALTON CORRECTIONAL INSTITUTION","state"
321,"Florida","WALTON CORRECTIONAL INSTITUTION","WALTON CORRECTIONAL INSTITUTION","state"
322,"Florida","573-ZEPHYRHILLS CI","ZEPHYRHILLS CORRECTIONAL INSTITUTION","state"
322,"Florida","ZEPHYRHILLS CI","ZEPHYRHILLS CORRECTIONAL INSTITUTION","state"
322,"Florida","ZEPHYRHILLS CORRECTIONAL INSTITUTION","ZEPHYRHILLS CORRECTIONAL INSTITUTION","state"
323,"Georgia","APPLING INTEG TREATMENT FACILITY","APPLING INTEGRATED TREATMENT FACILITY","state"
323,"Georgia","APPLING INTEGRATED TREATMENT FACILITY","APPLING INTEGRATED TREATMENT FACILITY","state"
323,"Georgia","APPLING ITF","APPLING INTEGRATED TREATMENT FACILITY","state"
324,"Georgia","ATLANTA TC","ATLANTA TRANSITIONAL CENTER","state"
324,"Georgia","ATLANTA TRANSITIONAL CENTER","ATLANTA TRANSITIONAL CENTER","state"
325,"Georgia","ATLANTA UNITED STATES PENITENTIARY","ATLANTA UNITED STATES PENITENTIARY","federal"
325,"Georgia","ATLANTA USP","ATLANTA UNITED STATES PENITENTIARY","federal"
325,"Georgia","USP ATLANTA","ATLANTA UNITED STATES PENITENTIARY","federal"
326,"Georgia","ASMP","AUGUSTA STATE MEDICAL PRISON","state"
326,"Georgia","AUGUSTA STATE MEDICAL PRISON","AUGUSTA STATE MEDICAL PRISON","state"
327,"Georgia","AUGUSTA TC","AUGUSTA TRANSITIONAL CENTER","state"
327,"Georgia","AUGUSTA TRANSITIONAL CENTER","AUGUSTA TRANSITIONAL CENTER","state"
328,"Georgia","AUTRY STATE PRISON","AUTRY STATE PRISON","state"
329,"Georgia","BACON PDC","BACON PROBATION DETENTION CENTER","state"
329,"Georgia","BACON PROBATION DETENTION CENTER","BACON PROBATION DETENTION CENTER","state"
330,"Georgia","BAINBRIDGE PROBATION SUBSTANCE ABUSE TREATMENT","BAINBRIDGE PROBATION SUBSTANCE ABUSE TREATMENT","state"
330,"Georgia","BAINBRIDGE PSAT","BAINBRIDGE PROBATION SUBSTANCE ABUSE TREATMENT","state"
330,"Georgia","BAINBRIDGE SUBSTANCE ABUSE TREATMENT CENTER","BAINBRIDGE PROBATION SUBSTANCE ABUSE TREATMENT","state"
331,"Georgia","BALDWIN COUNTY JAIL","BALDWIN COUNTY JAIL","county"
332,"Georgia","BALDWIN STATE PRISON","BALDWIN STATE PRISON","state"
333,"Georgia","BLECKLEY PROBATION DETENTION CENTER","BLECKLEY PROBATION SUBSTANCE ABUSE TREATMENT CENTER","state"
333,"Georgia","BLECKLEY PROBATION SUBSTANCE ABUSE TREATMENT CENTER","BLECKLEY PROBATION SUBSTANCE ABUSE TREATMENT CENTER","state"
333,"Georgia","BLECKLEY PSATC","BLECKLEY PROBATION SUBSTANCE ABUSE TREATMENT CENTER","state"
334,"Georgia","BULLOCH COUNTY CORRECTIONAL INSTITUTION","BULLOCH COUNTY CORRECTIONAL INSTITUTION","state"
335,"Georgia","BURRUSS CORRECTIONAL TRAINING CENTER","BURRUSS CORRECTIONAL TRAINING CENTER","state"
335,"Georgia","BURRUSS CTC","BURRUSS CORRECTIONAL TRAINING CENTER","state"
336,"Georgia","CALHOUN STATE PRISON","CALHOUN STATE PRISON","state"
337,"Georgia","CARROLL COUNTY CORRECTIONAL INSTITUTION","CARROLL COUNTY CORRECTIONAL INSTITUTION","state"
338,"Georgia","CENTRAL STATE PRISON","CENTRAL STATE PRISON","state"
339,"Georgia","CLARKE COUNTY CI","CLARKE COUNTY CORRECTIONAL INSTITUTION","state"
339,"Georgia","CLARKE COUNTY CORRECTIONAL INSTITUTION","CLARKE COUNTY CORRECTIONAL INSTITUTION","state"
340,"Georgia","CLAYTON COUNTY CORRECTIONAL INSTITUTION","CLAYTON COUNTY CORRECTIONAL INSTITUTION","state"
341,"Georgia","CLAYTON TC","CLAYTON TRANSITIONAL CENTER","state"
341,"Georgia","CLAYTON TRANSITIONAL CENTER","CLAYTON TRANSITIONAL CENTER","state"
342,"Georgia","COASTAL STATE PRISON","COASTAL STATE PRISON","state"
343,"Georgia","COFFEE CORRECTIONAL FACILITY","COFFEE CORRECTIONAL FACILITY","state"
344,"Georgia","COLQUITT COUNTY CI","COLQUITT COUNTY CORRECTIONAL INSTITUTION","state"
344,"Georgia","COLQUITT COUNTY CORRECTIONAL INSTITUTION","COLQUITT COUNTY CORRECTIONAL INSTITUTION","state"
345,"Georgia","COLUMBUS TC","COLUMBUS TRANSITIONAL CENTER","state"
345,"Georgia","COLUMBUS TRANSITIONAL CENTER","COLUMBUS TRANSITIONAL CENTER","state"
346,"Georgia","C H COLWELL PROBATION DETENTION CENTER","COLWELL PROBATION DETENTION CENTER","state"
346,"Georgia","COLWELL PROBATION DETENTION CENTER","COLWELL PROBATION DETENTION CENTER","state"
347,"Georgia","COWETA COUNTY CORRECTIONAL INSTITUTION","COWETA COUNTY CORRECTIONAL INSTITUTION","state"
348,"Georgia","CSC DISMAS CHARITIES RRC ATLANTA","CSC DISMAS CHARITIES RRC ATLANTA","federal"
348,"Georgia","CSC-DISMAS CHARITIES INC","CSC DISMAS CHARITIES RRC ATLANTA","federal"
349,"Georgia","D RAY JAMES CI","D RAY JAMES CORRECTIONAL INSTITUTION","federal"
349,"Georgia","D RAY JAMES CORRECTIONAL INSTITUTION","D RAY JAMES CORRECTIONAL INSTITUTION","federal"
350,"Georgia","DECATUR COUNTY CI","DECATUR COUNTY CORRECTIONAL INSTITUTION","state"
350,"Georgia","DECATUR COUNTY CORRECTIONAL INSTITUTION","DECATUR COUNTY CORRECTIONAL INSTITUTION","state"
351,"Georgia","DODGE STATE PRISON","DODGE STATE PRISON","state"
352,"Georgia","DOOLY STATE PRISON","DOOLY STATE PRISON","state"
353,"Georgia","EFFINGHAM COUNTY CI","EFFINGHAM COUNTY CORRECTIONAL INSTITUTION","state"
353,"Georgia","EFFINGHAM COUNTY CORRECTIONAL INSTITUTION","EFFINGHAM COUNTY CORRECTIONAL INSTITUTION","state"
354,"Georgia","EMANUEL PROBATION DETENTION CENTER","EMANUEL PROBATION DETENTION CENTER","state"
355,"Georgia","EMANUEL WOMENS FACILITY","EMANUEL WOMENS FACILITY","state"
356,"Georgia","FLOYD COUNTY CORRECTIONAL INSTITUTION","FLOYD COUNTY CORRECTIONAL INSTITUTION","state"
357,"Georgia","GDCP","GEORGIA DIAGNOSTIC AND CLASSIFICATION PRISON","state"
357,"Georgia","GEORGIA DIAGNOSITIC CLASSIFICATION PRISON","GEORGIA DIAGNOSTIC AND CLASSIFICATION PRISON","state"
357,"Georgia","GEORGIA DIAGNOSTIC AND CLASSIFICATION PRISON","GEORGIA DIAGNOSTIC AND CLASSIFICATION PRISON","state"
358,"Georgia","GDCP SMU","GEORGIA DIAGNOSTIC AND CLASSIFICATION PRISON SPECIAL MANAGEMENT UNIT","state"
358,"Georgia","GEORGIA DIAGNOSTIC AND CLASSIFICATION PRISON SPECIAL MANAGEMENT UNIT","GEORGIA DIAGNOSTIC AND CLASSIFICATION PRISON SPECIAL MANAGEMENT UNIT","state"
359,"Georgia","GEORGIA STATE PRISON","GEORGIA STATE PRISON","state"
360,"Georgia","GWINNETT COUNTY CI","GWINNETT COUNTY CORRECTIONAL INSTITUTION","state"
360,"Georgia","GWINNETT COUNTY CORRECTIONAL INSTITUTION","GWINNETT COUNTY CORRECTIONAL INSTITUTION","state"
361,"Georgia","HALL COUNTY CI","HALL COUNTY CORRECTIONAL INSTITUTION","state"
361,"Georgia","HALL COUNTY CORRECTIONAL INSTITUTION","HALL COUNTY CORRECTIONAL INSTITUTION","state"
362,"Georgia","HANCOCK STATE PRISON","HANCOCK STATE PRISON","state"
363,"Georgia","HARRIS COUNTY CI","HARRIS COUNTY CORRECTIONAL INSTITUTION","state"
363,"Georgia","HARRIS COUNTY CORRECTIONAL INSTITUTION","HARRIS COUNTY CORRECTIONAL INSTITUTION","state"
364,"Georgia","HAYS STATE PRISON","HAYS STATE PRISON","state"
365,"Georgia","HELMS FACILITY","HELMS FACILITY","state"
366,"Georgia","CHARLES D HUDSON TRANSITIONAL CENTER","HUDSON TRANSITIONAL CENTER","state"
366,"Georgia","HUDSON TC","HUDSON TRANSITIONAL CENTER","state"
366,"Georgia","HUDSON TRANSITIONAL CENTER","HUDSON TRANSITIONAL CENTER","state"
367,"Georgia","JACKSON COUNTY CORRECTIONAL INSTITUTION","JACKSON COUNTY CORRECTIONAL INSTITUTION","state"
368,"Georgia","JEFFERSON COUNTY CI","JEFFERSON COUNTY CORRECTIONAL INSTITUTION","state"
368,"Georgia","JEFFERSON COUNTY CORRECTIONAL INSTITUTION","JEFFERSON COUNTY CORRECTIONAL INSTITUTION","state"
369,"Georgia","JENKINS CORRECTIONAL CENTER","JENKINS CORRECTIONAL CENTER","state"
369,"Georgia","JENKINS CORRECTIONAL FACILITY","JENKINS CORRECTIONAL CENTER","state"
370,"Georgia","JOHNSON STATE PRISON","JOHNSON STATE PRISON","state"
371,"Georgia","LEE ARRENDALE STATE PRISON","LEE ARRENDALE STATE PRISON","state"
372,"Georgia","LEE ARRENDALE TC","LEE ARRENDALE TRANSITIONAL CENTER","state"
372,"Georgia","LEE ARRENDALE TRANSITIONAL CENTER","LEE ARRENDALE TRANSITIONAL CENTER","state"
373,"Georgia","LEE STATE PRISON","LEE STATE PRISON","state"
374,"Georgia","LONG UNIT","LONG UNIT","state"
375,"Georgia","MACON STATE PRISON","MACON STATE PRISON","state"
376,"Georgia","MACON TC","MACON TRANSITIONAL CENTER","state"
376,"Georgia","MACON TRANSITIONAL CENTER","MACON TRANSITIONAL CENTER","state"
377,"Georgia","MCEVER PDC","MCEVER PDC","state"
377,"Georgia","MCEVER PROBATION DETENTION CENTER","MCEVER PDC","state"
378,"Georgia","MCRAE CI","MCRAE CORRECTIONAL INSTITUTION","federal"
378,"Georgia","MCRAE CORRECTIONAL INSTITUTION","MCRAE CORRECTIONAL INSTITUTION","federal"
379,"Georgia","METRO REENTRY FACILITY","METRO REENTRY FACILITY","state"
380,"Georgia","METRO - TC","METRO TRANSITIONAL CENTER","state"
380,"Georgia","METRO TC","METRO TRANSITIONAL CENTER","state"
380,"Georgia","METRO TRANSITIONAL CENTER","METRO TRANSITIONAL CENTER","state"
380,"Georgia","METROTC","METRO TRANSITIONAL CENTER","state"
381,"Georgia","MITCHELL COUNTY CI","MITCHELL COUNTY CORRECTIONAL INSTITUTION","state"
381,"Georgia","MITCHELL COUNTY CORRECTIONAL INSTITUTION","MITCHELL COUNTY CORRECTIONAL INSTITUTION","state"
382,"Georgia","MONTGOMERY STATE PRISON","MONTGOMERY STATE PRISON","state"
383,"Georgia","MUSCOGEE COUNTY CI","MUSCOGEE COUNTY CORRECTIONAL INSTITUTION","state"
383,"Georgia","MUSCOGEE COUNTY CORRECTIONAL INSTITUTION","MUSCOGEE COUNTY CORRECTIONAL INSTITUTION","state"
384,"Georgia","NORTHWEST RESIDENTIAL SUBSTANCE ABUSE TREATMENT","NORTHWEST RESIDENTIAL SUBSTANCE ABUSE TREATMENT","state"
384,"Georgia","NORTHWEST RSAT","NORTHWEST RESIDENTIAL SUBSTANCE ABUSE TREATMENT","state"
385,"Georgia","PATTEN PDC","PATTEN PROBATION DETENTION CENTER","state"
385,"Georgia","PATTEN PROBATION DETENTION CENTER","PATTEN PROBATION DETENTION CENTER","state"
386,"Georgia","PAULDING PROBATION DETENTION CENTER","PAULDING RESIDENTIAL SUBSTANCE ABUSE TREATMENT","state"
386,"Georgia","PAULDING RESIDENTIAL SUBSTANCE ABUSE TREATMENT","PAULDING RESIDENTIAL SUBSTANCE ABUSE TREATMENT","state"
386,"Georgia","PAULDING RSAT","PAULDING RESIDENTIAL SUBSTANCE ABUSE TREATMENT","state"
387,"Georgia","PHILLIPS STATE PRISON","PHILLIPS STATE PRISON","state"
388,"Georgia","PHILLIPS TC","PHILLIPS TRANSITIONAL CENTER","state"
388,"Georgia","PHILLIPS TRANSITIONAL CENTER","PHILLIPS TRANSITIONAL CENTER","state"
389,"Georgia","PULASKI STATE PRISON","PULASKI STATE PRISON","state"
390,"Georgia","RICHMOND COUNTY CORRECTIONAL INSTITUTION","RICHMOND COUNTY CORRECTIONAL INSTITUTION","state"
391,"Georgia","RIVERBEND CORRECTIONAL FACILITY","RIVERBEND CORRECTIONAL FACILITY","state"
392,"Georgia","ROGERS STATE PRISON","ROGERS STATE PRISON","state"
393,"Georgia","RUTLEDGE STATE PRISON","RUTLEDGE STATE PRISON","state"
394,"Georgia","SCREVEN COUNTY CORRECTIONAL INSTITUTION","SCREVEN COUNTY CORRECTIONAL INSTITUTION","state"
395,"Georgia","SMITH STATE PRISON","SMITH STATE PRISON","state"
396,"Georgia","SMITH TC","SMITH TRANSITIONAL CENTER","state"
396,"Georgia","SMITH TRANSITIONAL CENTER","SMITH TRANSITIONAL CENTER","state"
397,"Georgia","SOUTHEAST REGIONAL OFFICE","SOUTHEAST REGIONAL OFFICE","federal"
397,"Georgia","SOUTHEAST REGIONAL OFFICE ATLANTA","SOUTHEAST REGIONAL OFFICE","federal"
397,"Georgia","SOUTHEAST REGIONAL OFFICE ATLANTA GA","SOUTHEAST REGIONAL OFFICE","federal"
397,"Georgia","SOUTHEAST RO","SOUTHEAST REGIONAL OFFICE","federal"
398,"Georgia","SPALDING COUNTY CORRECTIONAL INSTITUTION","SPALDING COUNTY CORRECTIONAL INSTITUTION","state"
399,"Georgia","SUMTER COUNTY CORRECTIONAL INSTITUTION","SUMTER COUNTY CORRECTIONAL INSTITUTION","state"
400,"Georgia","TELFAIR STATE PRISON","TELFAIR STATE PRISON","state"
401,"Georgia","TERRELL COUNTY CORRECTIONAL INSTITUTION","TERRELL COUNTY CORRECTIONAL INSTITUTION","state"
402,"Georgia","TREUTLEN PDC","TREUTLEN PROBATION DETENTION CENTER","state"
402,"Georgia","TREUTLEN PROBATION DETENTION CENTER","TREUTLEN PROBATION DETENTION CENTER","state"
403,"Georgia","TURNER RESIDENTIAL SUBSTANCE ABUSE TREATMENT","TURNER RESIDENTIAL SUBSTANCE ABUSE TREATMENT","state"
403,"Georgia","TURNER RSAT","TURNER RESIDENTIAL SUBSTANCE ABUSE TREATMENT","state"
403,"Georgia","TURNER RSTAT","TURNER RESIDENTIAL SUBSTANCE ABUSE TREATMENT","state"
404,"Georgia","VALDOSTA STATE PRISON","VALDOSTA STATE PRISON","state"
405,"Georgia","VALDOSTA TC","VALDOSTA TRANSITIONAL CENTER","state"
405,"Georgia","VALDOSTA TRANSITIONAL CENTER","VALDOSTA TRANSITIONAL CENTER","state"
406,"Georgia","WALKER STATE PRISON","WALKER STATE PRISON","state"
407,"Georgia","WARE STATE PRISON","WARE STATE PRISON","state"
408,"Georgia","WASHINGTON STATE PRISON","WASHINGTON STATE PRISON","state"
409,"Georgia","WEST CENTRAL INTEGRATED TREATMENT FACILITY","WEST CENTRAL INTEGRATED TREATMENT FACILITY","state"
409,"Georgia","WEST CENTRAL ITF","WEST CENTRAL INTEGRATED TREATMENT FACILITY","state"
410,"Georgia","WHEELER CORRECTIONAL FACILITY","WHEELER CORRECTIONAL FACILITY","state"
411,"Georgia","WHITWORTH WOMENS FACILITY","WHITWORTH WOMENS FACILITY","state"
412,"Georgia","WILCOX","WILCOX STATE PRISON","state"
412,"Georgia","WILCOX STATE PRISON","WILCOX STATE PRISON","state"
413,"Georgia","WOMENS PDC","WOMENS PROBATION DETENTION CENTER","state"
413,"Georgia","WOMENS PROBATION DETENTION CENTER","WOMENS PROBATION DETENTION CENTER","state"
414,"Hawaii","HALAWA CORRECTIONAL FACILITY","HALAWA CORRECTIONAL FACILITY","state"
414,"Hawaii","HCF","HALAWA CORRECTIONAL FACILITY","state"
414,"Hawaii","HMSF","HALAWA CORRECTIONAL FACILITY","state"
415,"Hawaii","HAWAII COMMUNITY CORRECTIONAL CENTER","HAWAII COMMUNITY CORRECTIONAL CENTER","state"
415,"Hawaii","HCCC","HAWAII COMMUNITY CORRECTIONAL CENTER","state"
416,"Hawaii","HONOLULU FDC","HONOLULU FEDERAL DETENTION CENTER","federal"
416,"Hawaii","HONOLULU FEDERAL DETENTION CENTER","HONOLULU FEDERAL DETENTION CENTER","federal"
417,"Hawaii","KAUAI COMMUNITY CORRECTIONAL CENTER","KAUAI COMMUNITY CORRECTIONAL CENTER","state"
417,"Hawaii","KCCC","KAUAI COMMUNITY CORRECTIONAL CENTER","state"
417,"Hawaii","KCCO","KAUAI COMMUNITY CORRECTIONAL CENTER","state"
418,"Hawaii","KCF","KULANI CORRECTIONAL FACILITY","state"
418,"Hawaii","KULANI CORRECTIONAL FACILITY","KULANI CORRECTIONAL FACILITY","state"
419,"Hawaii","MAUI COMMUNITY CORRECTIONAL CENTER","MAUI COMMUNITY CORRECTIONAL CENTER","state"
419,"Hawaii","MCCC","MAUI COMMUNITY CORRECTIONAL CENTER","state"
420,"Hawaii","MCCO","MCCO","state"
421,"Hawaii","MED","MED","state"
422,"Hawaii","OCCC","OHAU COMMUNITY CORRECTIONAL CENTER","state"
422,"Hawaii","OCOC","OHAU COMMUNITY CORRECTIONAL CENTER","state"
422,"Hawaii","OHAU COMMUNITY CORRECTIONAL CENTER","OHAU COMMUNITY CORRECTIONAL CENTER","state"
423,"Hawaii","SAGUARO","SAGUARO CORRECTIONAL CENTER","state"
423,"Hawaii","SAGUARO CORRECTIONAL CENTER","SAGUARO CORRECTIONAL CENTER","state"
424,"Hawaii","STATEWIDE","STATEWIDE","state"
425,"Hawaii","WAIAWA CORRECTIONAL FACILITY","WAIAWA CORRECTIONAL FACILITY","state"
425,"Hawaii","WCF","WAIAWA CORRECTIONAL FACILITY","state"
426,"Hawaii","WCCC","WOMENS COMMUNITY CORRECTIONAL CENTER","state"
426,"Hawaii","WOMENS COMMUNITY CORRECTIONAL CENTER","WOMENS COMMUNITY CORRECTIONAL CENTER","state"
427,"Idaho","CAPP","CAPP","state"
428,"Idaho","CENTRA OFFICE COA","CENTRAL OFFICE","state"
428,"Idaho","CENTRAL OFFICE","CENTRAL OFFICE","state"
428,"Idaho","CENTRAL OFFICE COA","CENTRAL OFFICE","state"
428,"Idaho","CO","CENTRAL OFFICE","state"
429,"Idaho","DISTRICT 1","DISTRICT 1","state"
430,"Idaho","DISTRICT 3","DISTRICT 3","state"
